,0,1,2,3,4,5,6,7,8
383,frozenset({'OFF-FA-10003485','FUR-CH-10002073','OFF-AP-10001563'},,,,,,
384,frozenset({'TEC-AC-10003709','FUR-CH-10002073','OFF-AP-10001563'},,,,,,
385,frozenset({'OFF-BI-10001359','FUR-CH-10002073','OFF-EN-10003845'},,,,,,
386,frozenset({'OFF-BI-10001359','OFF-FA-10003485','FUR-CH-10002073'},,,,,,
387,frozenset({'OFF-BI-10001359','TEC-AC-10003709','FUR-CH-10002073'},,,,,,
388,frozenset({'OFF-FA-10003485','FUR-CH-10002073','OFF-EN-10003845'},,,,,,
389,frozenset({'TEC-AC-10003709','FUR-CH-10002073','OFF-EN-10003845'},,,,,,
390,frozenset({'OFF-ST-10000419','OFF-FA-10003485','FUR-CH-10002073'},,,,,,
391,frozenset({'OFF-FA-10003485','TEC-AC-10003709','FUR-CH-10002073'},,,,,,
392,frozenset({'OFF-FA-10003485','FUR-CH-10002073','TEC-AC-10004877'},,,,,,
393,frozenset({'OFF-ST-10000419','FUR-CH-10002073','TEC-AC-10004877'},,,,,,
394,frozenset({'OFF-FA-10003485','FUR-CH-10002372','OFF-PA-10000726'},,,,,,
395,frozenset({'OFF-AY-10000477','FUR-CH-10003833','OFF-AR-10001419'},,,,,,
396,frozenset({'FUR-CH-10003833','OFF-BI-10002571','OFF-AR-10001419'},,,,,,
397,frozenset({'OFF-BI-10004209','FUR-CH-10003833','OFF-AR-10001419'},,,,,,
398,frozenset({'OFF-FA-10003485','FUR-CH-10003833','OFF-AR-10001419'},,,,,,
399,frozenset({'OFF-ST-10001963','FUR-CH-10003833','OFF-AR-10001419'},,,,,,
400,frozenset({'FUR-CH-10003833','OFF-ST-10003996','OFF-AR-10001419'},,,,,,
401,frozenset({'TEC-AC-10004568','FUR-CH-10003833','OFF-AR-10001419'},,,,,,
402,frozenset({'OFF-AY-10000477','FUR-CH-10003833','OFF-BI-10002571'},,,,,,
403,frozenset({'OFF-BI-10004209','OFF-AY-10000477','FUR-CH-10003833'},,,,,,
404,frozenset({'OFF-AY-10000477','OFF-FA-10003485','FUR-CH-10003833'},,,,,,
405,frozenset({'OFF-AY-10000477','OFF-ST-10001963','FUR-CH-10003833'},,,,,,
406,frozenset({'OFF-AY-10000477','FUR-CH-10003833','OFF-ST-10003996'},,,,,,
407,frozenset({'OFF-AY-10000477','TEC-AC-10004568','FUR-CH-10003833'},,,,,,
408,frozenset({'OFF-BI-10004209','FUR-CH-10003833','OFF-BI-10002571'},,,,,,
409,frozenset({'OFF-FA-10003485','FUR-CH-10003833','OFF-BI-10002571'},,,,,,
410,frozenset({'OFF-ST-10001963','FUR-CH-10003833','OFF-BI-10002571'},,,,,,
411,frozenset({'FUR-CH-10003833','OFF-ST-10003996','OFF-BI-10002571'},,,,,,
412,frozenset({'TEC-AC-10004568','FUR-CH-10003833','OFF-BI-10002571'},,,,,,
413,frozenset({'OFF-BI-10004209','OFF-FA-10003485','FUR-CH-10003833'},,,,,,
414,frozenset({'OFF-BI-10004209','OFF-ST-10001963','FUR-CH-10003833'},,,,,,
415,frozenset({'OFF-BI-10004209','FUR-CH-10003833','OFF-ST-10003996'},,,,,,
416,frozenset({'OFF-BI-10004209','TEC-AC-10004568','FUR-CH-10003833'},,,,,,
417,frozenset({'OFF-FA-10003485','OFF-ST-10001963','FUR-CH-10003833'},,,,,,
418,frozenset({'OFF-FA-10003485','FUR-CH-10003833','OFF-ST-10003996'},,,,,,
419,frozenset({'TEC-AC-10004568','OFF-FA-10003485','FUR-CH-10003833'},,,,,,
420,frozenset({'OFF-ST-10001963','FUR-CH-10003833','OFF-ST-10003996'},,,,,,
421,frozenset({'TEC-AC-10004568','OFF-ST-10001963','FUR-CH-10003833'},,,,,,
422,frozenset({'TEC-AC-10004568','FUR-CH-10003833','OFF-ST-10003996'},,,,,,
423,frozenset({'OFF-BI-10002609','OFF-BI-10003676','FUR-FU-10000206'},,,,,,
424,frozenset({'OFF-BI-10002609','FUR-FU-10000206','OFF-EN-10003798'},,,,,,
425,frozenset({'OFF-BI-10002609','OFF-FA-10003485','FUR-FU-10000206'},,,,,,
426,frozenset({'OFF-BI-10002609','FUR-FU-10000206','OFF-PA-10004735'},,,,,,
427,frozenset({'OFF-ST-10000642','OFF-BI-10002609','FUR-FU-10000206'},,,,,,
428,frozenset({'TEC-PH-10003589','OFF-BI-10002609','FUR-FU-10000206'},,,,,,
429,frozenset({'OFF-BI-10003676','FUR-FU-10000206','OFF-EN-10003798'},,,,,,
430,frozenset({'OFF-FA-10003485','FUR-FU-10000206','OFF-BI-10003676'},,,,,,
431,frozenset({'OFF-BI-10003676','FUR-FU-10000206','OFF-PA-10004735'},,,,,,
432,frozenset({'OFF-ST-10000642','OFF-BI-10003676','FUR-FU-10000206'},,,,,,
433,frozenset({'TEC-PH-10003589','OFF-BI-10003676','FUR-FU-10000206'},,,,,,
434,frozenset({'OFF-FA-10003485','FUR-FU-10000206','OFF-EN-10003798'},,,,,,
435,frozenset({'FUR-FU-10000206','OFF-PA-10004735','OFF-EN-10003798'},,,,,,
436,frozenset({'OFF-ST-10000642','FUR-FU-10000206','OFF-EN-10003798'},,,,,,
437,frozenset({'TEC-PH-10003589','FUR-FU-10000206','OFF-EN-10003798'},,,,,,
438,frozenset({'OFF-FA-10003485','FUR-FU-10000206','OFF-PA-10004735'},,,,,,
439,frozenset({'OFF-ST-10000642','OFF-FA-10003485','FUR-FU-10000206'},,,,,,
440,frozenset({'TEC-PH-10003589','OFF-FA-10003485','FUR-FU-10000206'},,,,,,
441,frozenset({'OFF-ST-10000642','FUR-FU-10000206','OFF-PA-10004735'},,,,,,
442,frozenset({'TEC-PH-10003589','FUR-FU-10000206','OFF-PA-10004735'},,,,,,
443,frozenset({'OFF-ST-10000642','FUR-FU-10000206','TEC-PH-10003589'},,,,,,
444,frozenset({'OFF-AR-10003183','FUR-FU-10001986','OFF-FA-10003485'},,,,,,
445,frozenset({'OFF-AR-10003183','FUR-FU-10001986','OFF-PA-10001804'},,,,,,
446,frozenset({'OFF-AR-10003183','TEC-MA-10002412','FUR-FU-10001986'},,,,,,
447,frozenset({'OFF-AR-10003183','FUR-FU-10001986','TEC-MA-10003626'},,,,,,
448,frozenset({'FUR-FU-10001986','OFF-FA-10003485','OFF-PA-10001804'},,,,,,
449,frozenset({'TEC-MA-10002412','OFF-FA-10003485','FUR-FU-10001986'},,,,,,
450,frozenset({'FUR-FU-10001986','OFF-FA-10003485','TEC-MA-10003626'},,,,,,
451,frozenset({'TEC-MA-10002412','FUR-FU-10001986','OFF-PA-10001804'},,,,,,
452,frozenset({'FUR-FU-10001986','TEC-MA-10003626','OFF-PA-10001804'},,,,,,
453,frozenset({'TEC-MA-10002412','FUR-FU-10001986','TEC-MA-10003626'},,,,,,
454,frozenset({'OFF-BI-10001359','FUR-FU-10003268','OFF-AP-10001563'},,,,,,
455,frozenset({'FUR-FU-10003268','OFF-AP-10001563','OFF-EN-10003845'},,,,,,
456,frozenset({'OFF-FA-10003485','FUR-FU-10003268','OFF-AP-10001563'},,,,,,
457,frozenset({'TEC-AC-10003709','FUR-FU-10003268','OFF-AP-10001563'},,,,,,
458,frozenset({'OFF-BI-10001359','FUR-FU-10003268','OFF-EN-10003845'},,,,,,
459,frozenset({'OFF-BI-10001359','OFF-FA-10003485','FUR-FU-10003268'},,,,,,
460,frozenset({'OFF-BI-10001359','TEC-AC-10003709','FUR-FU-10003268'},,,,,,
461,frozenset({'OFF-FA-10003485','FUR-FU-10003268','OFF-EN-10003845'},,,,,,
462,frozenset({'TEC-AC-10003709','FUR-FU-10003268','OFF-EN-10003845'},,,,,,
463,frozenset({'TEC-AC-10003709','OFF-FA-10003485','FUR-FU-10003268'},,,,,,
464,frozenset({'FUR-FU-10004666','OFF-AP-10004052','FUR-TA-10001039'},,,,,,
465,frozenset({'FUR-FU-10004666','OFF-FA-10003485','FUR-TA-10001039'},,,,,,
466,frozenset({'FUR-FU-10004666','TEC-PH-10000702','FUR-TA-10001039'},,,,,,
467,frozenset({'FUR-FU-10004666','OFF-FA-10003485','OFF-AP-10004052'},,,,,,
468,frozenset({'FUR-FU-10004666','TEC-PH-10000702','OFF-AP-10004052'},,,,,,
469,frozenset({'FUR-FU-10004666','OFF-FA-10003485','TEC-PH-10000702'},,,,,,
470,frozenset({'OFF-FA-10003485','OFF-AP-10004052','FUR-TA-10001039'},,,,,,
471,frozenset({'TEC-PH-10000702','OFF-AP-10004052','FUR-TA-10001039'},,,,,,
472,frozenset({'OFF-BI-10002854','OFF-FA-10003485','FUR-TA-10001039'},,,,,,
473,frozenset({'OFF-BI-10002854','OFF-ST-10003208','FUR-TA-10001039'},,,,,,
474,frozenset({'OFF-BI-10002854','TEC-PH-10004447','FUR-TA-10001039'},,,,,,
475,frozenset({'OFF-FA-10003485','OFF-ST-10003208','FUR-TA-10001039'},,,,,,
476,frozenset({'OFF-FA-10003485','TEC-PH-10000702','FUR-TA-10001039'},,,,,,
477,frozenset({'OFF-FA-10003485','TEC-PH-10004447','FUR-TA-10001039'},,,,,,
478,frozenset({'OFF-ST-10003208','FUR-TA-10001039','TEC-PH-10004447'},,,,,,
479,frozenset({'FUR-TA-10001307','OFF-FA-10003485','OFF-BI-10000174'},,,,,,
480,frozenset({'FUR-TA-10001307','OFF-BI-10000174','OFF-PA-10000675'},,,,,,
481,frozenset({'FUR-TA-10001307','OFF-BI-10000174','OFF-PA-10002666'},,,,,,
482,frozenset({'FUR-TA-10001307','OFF-BI-10000174','TEC-PH-10000011'},,,,,,
483,frozenset({'FUR-TA-10001307','OFF-FA-10003485','OFF-PA-10000675'},,,,,,
484,frozenset({'FUR-TA-10001307','OFF-FA-10003485','OFF-PA-10002666'},,,,,,
485,frozenset({'FUR-TA-10001307','OFF-FA-10003485','TEC-PH-10000011'},,,,,,
486,frozenset({'FUR-TA-10001307','OFF-PA-10002666','OFF-PA-10000675'},,,,,,
487,frozenset({'FUR-TA-10001307','TEC-PH-10000011','OFF-PA-10000675'},,,,,,
488,frozenset({'FUR-TA-10001307','TEC-PH-10000011','OFF-PA-10002666'},,,,,,
489,frozenset({'OFF-FA-10003485','FUR-TA-10002645','OFF-BI-10000632'},,,,,,
490,frozenset({'TEC-AC-10002473','FUR-TA-10002645','OFF-BI-10000632'},,,,,,
491,frozenset({'TEC-AC-10002473','OFF-FA-10003485','FUR-TA-10002645'},,,,,,
492,frozenset({'OFF-FA-10003485','OFF-AP-10000696','OFF-PA-10000809'},,,,,,
493,frozenset({'OFF-FA-10003485','OFF-AP-10000696','OFF-SU-10004231'},,,,,,
494,frozenset({'OFF-AP-10000696','OFF-PA-10000809','OFF-SU-10004231'},,,,,,
495,frozenset({'OFF-BI-10001359','OFF-AP-10001563','OFF-EN-10003845'},,,,,,
496,frozenset({'OFF-BI-10001359','OFF-FA-10003485','OFF-AP-10001563'},,,,,,
497,frozenset({'OFF-BI-10001359','TEC-AC-10003709','OFF-AP-10001563'},,,,,,
498,frozenset({'OFF-FA-10003485','OFF-AP-10001563','OFF-EN-10003845'},,,,,,
499,frozenset({'TEC-AC-10003709','OFF-AP-10001563','OFF-EN-10003845'},,,,,,
500,frozenset({'TEC-AC-10003709','OFF-FA-10003485','OFF-AP-10001563'},,,,,,
501,frozenset({'OFF-FA-10003485','OFF-BI-10003350','OFF-AP-10003849'},,,,,,
502,frozenset({'OFF-BI-10003350','TEC-CO-10004202','OFF-AP-10003849'},,,,,,
503,frozenset({'TEC-PH-10000307','OFF-BI-10003350','OFF-AP-10003849'},,,,,,
504,frozenset({'OFF-FA-10003485','TEC-CO-10004202','OFF-AP-10003849'},,,,,,
505,frozenset({'OFF-FA-10003485','TEC-PH-10000307','OFF-AP-10003849'},,,,,,
506,frozenset({'TEC-PH-10000307','TEC-CO-10004202','OFF-AP-10003849'},,,,,,
507,frozenset({'OFF-FA-10003485','TEC-PH-10000702','OFF-AP-10004052'},,,,,,
508,frozenset({'OFF-AP-10004249','OFF-BI-10002353','OFF-FA-10003485'},,,,,,
509,frozenset({'OFF-AP-10004249','OFF-BI-10002353','OFF-ST-10004507'},,,,,,
510,frozenset({'OFF-AP-10004249','OFF-FA-10003485','OFF-ST-10004507'},,,,,,
511,frozenset({'OFF-AR-10000122','OFF-FA-10003485','OFF-BI-10003656'},,,,,,
512,frozenset({'OFF-AR-10000122','TEC-PH-10000702','OFF-BI-10003656'},,,,,,
513,frozenset({'OFF-FA-10003485','TEC-PH-10000702','OFF-AR-10000122'},,,,,,
514,frozenset({'OFF-FA-10003485','OFF-LA-10001771','OFF-AR-10000634'},,,,,,
515,frozenset({'OFF-FA-10003485','TEC-PH-10004434','OFF-AR-10000634'},,,,,,
516,frozenset({'OFF-LA-10001771','TEC-PH-10004434','OFF-AR-10000634'},,,,,,
517,frozenset({'OFF-AR-10001374','OFF-AR-10001953','OFF-AR-10000657'},,,,,,
518,frozenset({'OFF-FA-10003485','OFF-AR-10001374','OFF-AR-10000657'},,,,,,
519,frozenset({'OFF-AR-10001374','OFF-ST-10003816','OFF-AR-10000657'},,,,,,
520,frozenset({'OFF-FA-10003485','OFF-AR-10001953','OFF-AR-10000657'},,,,,,
521,frozenset({'OFF-ST-10003816','OFF-AR-10001953','OFF-AR-10000657'},,,,,,
522,frozenset({'OFF-FA-10003485','OFF-ST-10003816','OFF-AR-10000657'},,,,,,
523,frozenset({'OFF-FA-10003485','OFF-AR-10001374','OFF-AR-10001953'},,,,,,
524,frozenset({'OFF-AR-10001374','OFF-ST-10003816','OFF-AR-10001953'},,,,,,
525,frozenset({'OFF-AR-10001374','OFF-FA-10003485','OFF-ST-10003816'},,,,,,
526,frozenset({'OFF-AY-10000477','OFF-BI-10002571','OFF-AR-10001419'},,,,,,
527,frozenset({'OFF-BI-10004209','OFF-AY-10000477','OFF-AR-10001419'},,,,,,
528,frozenset({'OFF-FA-10003485','OFF-AY-10000477','OFF-AR-10001419'},,,,,,
529,frozenset({'OFF-ST-10001963','OFF-AY-10000477','OFF-AR-10001419'},,,,,,
530,frozenset({'OFF-AY-10000477','OFF-ST-10003996','OFF-AR-10001419'},,,,,,
531,frozenset({'TEC-AC-10004568','OFF-AY-10000477','OFF-AR-10001419'},,,,,,
532,frozenset({'OFF-BI-10004209','OFF-BI-10002571','OFF-AR-10001419'},,,,,,
533,frozenset({'OFF-FA-10003485','OFF-BI-10002571','OFF-AR-10001419'},,,,,,
534,frozenset({'OFF-ST-10001963','OFF-BI-10002571','OFF-AR-10001419'},,,,,,
535,frozenset({'OFF-ST-10003996','OFF-BI-10002571','OFF-AR-10001419'},,,,,,
536,frozenset({'TEC-AC-10004568','OFF-BI-10002571','OFF-AR-10001419'},,,,,,
537,frozenset({'OFF-BI-10004209','OFF-FA-10003485','OFF-AR-10001419'},,,,,,
538,frozenset({'OFF-BI-10004209','OFF-ST-10001963','OFF-AR-10001419'},,,,,,
539,frozenset({'OFF-BI-10004209','OFF-ST-10003996','OFF-AR-10001419'},,,,,,
540,frozenset({'OFF-BI-10004209','TEC-AC-10004568','OFF-AR-10001419'},,,,,,
541,frozenset({'OFF-FA-10003485','OFF-ST-10001963','OFF-AR-10001419'},,,,,,
542,frozenset({'OFF-FA-10003485','OFF-ST-10003996','OFF-AR-10001419'},,,,,,
543,frozenset({'TEC-AC-10004568','OFF-FA-10003485','OFF-AR-10001419'},,,,,,
544,frozenset({'OFF-ST-10001963','OFF-ST-10003996','OFF-AR-10001419'},,,,,,
545,frozenset({'TEC-AC-10004568','OFF-ST-10001963','OFF-AR-10001419'},,,,,,
546,frozenset({'TEC-AC-10004568','OFF-ST-10003996','OFF-AR-10001419'},,,,,,
547,frozenset({'OFF-FA-10003485','OFF-ST-10003816','OFF-AR-10001953'},,,,,,
548,frozenset({'OFF-AR-10003183','OFF-FA-10003485','OFF-PA-10001804'},,,,,,
549,frozenset({'OFF-AR-10003183','TEC-MA-10002412','OFF-FA-10003485'},,,,,,
550,frozenset({'OFF-AR-10003183','OFF-FA-10003485','TEC-MA-10003626'},,,,,,
551,frozenset({'OFF-AR-10003183','TEC-MA-10002412','OFF-PA-10001804'},,,,,,
552,frozenset({'OFF-AR-10003183','TEC-MA-10003626','OFF-PA-10001804'},,,,,,
553,frozenset({'OFF-AR-10003183','TEC-MA-10002412','TEC-MA-10003626'},,,,,,
554,frozenset({'OFF-BI-10004209','OFF-AY-10000477','OFF-BI-10002571'},,,,,,
555,frozenset({'OFF-FA-10003485','OFF-AY-10000477','OFF-BI-10002571'},,,,,,
556,frozenset({'OFF-ST-10001963','OFF-AY-10000477','OFF-BI-10002571'},,,,,,
557,frozenset({'OFF-AY-10000477','OFF-ST-10003996','OFF-BI-10002571'},,,,,,
558,frozenset({'TEC-AC-10004568','OFF-AY-10000477','OFF-BI-10002571'},,,,,,
559,frozenset({'OFF-BI-10004209','OFF-FA-10003485','OFF-AY-10000477'},,,,,,
560,frozenset({'OFF-BI-10004209','OFF-ST-10001963','OFF-AY-10000477'},,,,,,
561,frozenset({'OFF-BI-10004209','OFF-AY-10000477','OFF-ST-10003996'},,,,,,
562,frozenset({'OFF-BI-10004209','TEC-AC-10004568','OFF-AY-10000477'},,,,,,
563,frozenset({'OFF-FA-10003485','OFF-ST-10001963','OFF-AY-10000477'},,,,,,
564,frozenset({'OFF-FA-10003485','OFF-AY-10000477','OFF-ST-10003996'},,,,,,
565,frozenset({'TEC-AC-10004568','OFF-FA-10003485','OFF-AY-10000477'},,,,,,
566,frozenset({'OFF-ST-10001963','OFF-AY-10000477','OFF-ST-10003996'},,,,,,
567,frozenset({'TEC-AC-10004568','OFF-ST-10001963','OFF-AY-10000477'},,,,,,
568,frozenset({'TEC-AC-10004568','OFF-AY-10000477','OFF-ST-10003996'},,,,,,
569,frozenset({'TEC-PH-10002293','OFF-FA-10003485','OFF-AY-10002377'},,,,,,
570,frozenset({'OFF-FA-10003485','OFF-BI-10000174','OFF-PA-10000675'},,,,,,
571,frozenset({'OFF-FA-10003485','OFF-BI-10000174','OFF-PA-10002666'},,,,,,
572,frozenset({'OFF-FA-10003485','OFF-BI-10000174','TEC-PH-10000011'},,,,,,
573,frozenset({'OFF-BI-10000174','OFF-PA-10002666','OFF-PA-10000675'},,,,,,
574,frozenset({'OFF-BI-10000174','TEC-PH-10000011','OFF-PA-10000675'},,,,,,
575,frozenset({'OFF-BI-10000174','TEC-PH-10000011','OFF-PA-10002666'},,,,,,
576,frozenset({'TEC-AC-10002473','OFF-FA-10003485','OFF-BI-10000632'},,,,,,
577,frozenset({'OFF-BI-10001359','OFF-FA-10003485','OFF-EN-10003845'},,,,,,
578,frozenset({'OFF-BI-10001359','TEC-AC-10003709','OFF-EN-10003845'},,,,,,
579,frozenset({'OFF-BI-10001359','TEC-AC-10003709','OFF-FA-10003485'},,,,,,
580,frozenset({'OFF-EN-10004483','OFF-FA-10003485','OFF-BI-10002012'},,,,,,
581,frozenset({'OFF-FA-10003485','OFF-BI-10002353','OFF-ST-10004507'},,,,,,
582,frozenset({'OFF-BI-10004209','OFF-FA-10003485','OFF-BI-10002571'},,,,,,
583,frozenset({'OFF-BI-10004209','OFF-ST-10001963','OFF-BI-10002571'},,,,,,
584,frozenset({'OFF-BI-10004209','OFF-ST-10003996','OFF-BI-10002571'},,,,,,
585,frozenset({'OFF-BI-10004209','TEC-AC-10004568','OFF-BI-10002571'},,,,,,
586,frozenset({'OFF-FA-10003485','OFF-ST-10001963','OFF-BI-10002571'},,,,,,
587,frozenset({'OFF-FA-10003485','OFF-ST-10003996','OFF-BI-10002571'},,,,,,
588,frozenset({'TEC-AC-10004568','OFF-FA-10003485','OFF-BI-10002571'},,,,,,
589,frozenset({'OFF-ST-10001963','OFF-ST-10003996','OFF-BI-10002571'},,,,,,
590,frozenset({'TEC-AC-10004568','OFF-ST-10001963','OFF-BI-10002571'},,,,,,
591,frozenset({'TEC-AC-10004568','OFF-ST-10003996','OFF-BI-10002571'},,,,,,
592,frozenset({'OFF-BI-10002609','OFF-BI-10003676','OFF-EN-10003798'},,,,,,
593,frozenset({'OFF-FA-10003485','OFF-BI-10002609','OFF-BI-10003676'},,,,,,
594,frozenset({'OFF-BI-10003676','OFF-BI-10002609','OFF-PA-10004735'},,,,,,
595,frozenset({'OFF-ST-10000642','OFF-BI-10003676','OFF-BI-10002609'},,,,,,
596,frozenset({'TEC-PH-10003589','OFF-BI-10003676','OFF-BI-10002609'},,,,,,
597,frozenset({'OFF-BI-10002609','OFF-FA-10003485','OFF-EN-10003798'},,,,,,
598,frozenset({'OFF-BI-10002609','OFF-EN-10003798','OFF-PA-10004735'},,,,,,
599,frozenset({'OFF-ST-10000642','OFF-BI-10002609','OFF-EN-10003798'},,,,,,
600,frozenset({'TEC-PH-10003589','OFF-BI-10002609','OFF-EN-10003798'},,,,,,
601,frozenset({'OFF-FA-10003485','OFF-BI-10002609','OFF-PA-10004735'},,,,,,
602,frozenset({'OFF-ST-10000642','OFF-FA-10003485','OFF-BI-10002609'},,,,,,
603,frozenset({'TEC-PH-10003589','OFF-FA-10003485','OFF-BI-10002609'},,,,,,
604,frozenset({'OFF-ST-10000642','OFF-BI-10002609','OFF-PA-10004735'},,,,,,
605,frozenset({'TEC-PH-10003589','OFF-BI-10002609','OFF-PA-10004735'},,,,,,
606,frozenset({'OFF-ST-10000642','OFF-BI-10002609','TEC-PH-10003589'},,,,,,
607,frozenset({'OFF-BI-10002854','OFF-FA-10003485','OFF-ST-10003208'},,,,,,
608,frozenset({'OFF-BI-10002854','OFF-FA-10003485','TEC-PH-10004447'},,,,,,
609,frozenset({'OFF-BI-10002854','OFF-ST-10003208','TEC-PH-10004447'},,,,,,
610,frozenset({'OFF-FA-10003485','OFF-BI-10003350','TEC-CO-10004202'},,,,,,
611,frozenset({'OFF-FA-10003485','TEC-PH-10000307','OFF-BI-10003350'},,,,,,
612,frozenset({'TEC-PH-10000307','OFF-BI-10003350','TEC-CO-10004202'},,,,,,
613,frozenset({'OFF-FA-10003485','TEC-PH-10000702','OFF-BI-10003656'},,,,,,
614,frozenset({'OFF-FA-10003485','OFF-EN-10003798','OFF-BI-10003676'},,,,,,
615,frozenset({'OFF-BI-10003676','OFF-EN-10003798','OFF-PA-10004735'},,,,,,
616,frozenset({'OFF-ST-10000642','OFF-BI-10003676','OFF-EN-10003798'},,,,,,
617,frozenset({'TEC-PH-10003589','OFF-BI-10003676','OFF-EN-10003798'},,,,,,
618,frozenset({'OFF-FA-10003485','OFF-PA-10004735','OFF-BI-10003676'},,,,,,
619,frozenset({'OFF-ST-10000642','OFF-FA-10003485','OFF-BI-10003676'},,,,,,
620,frozenset({'TEC-PH-10003589','OFF-FA-10003485','OFF-BI-10003676'},,,,,,
621,frozenset({'OFF-ST-10000642','OFF-BI-10003676','OFF-PA-10004735'},,,,,,
622,frozenset({'TEC-PH-10003589','OFF-BI-10003676','OFF-PA-10004735'},,,,,,
623,frozenset({'OFF-ST-10000642','OFF-BI-10003676','TEC-PH-10003589'},,,,,,
624,frozenset({'OFF-BI-10004209','OFF-FA-10003485','OFF-ST-10001963'},,,,,,
625,frozenset({'OFF-BI-10004209','OFF-FA-10003485','OFF-ST-10003996'},,,,,,
626,frozenset({'OFF-BI-10004209','TEC-AC-10004568','OFF-FA-10003485'},,,,,,
627,frozenset({'OFF-BI-10004209','OFF-ST-10001963','OFF-ST-10003996'},,,,,,
628,frozenset({'OFF-BI-10004209','TEC-AC-10004568','OFF-ST-10001963'},,,,,,
629,frozenset({'OFF-BI-10004209','TEC-AC-10004568','OFF-ST-10003996'},,,,,,
630,frozenset({'OFF-FA-10003485','OFF-EN-10003798','OFF-PA-10004735'},,,,,,
631,frozenset({'OFF-ST-10000642','OFF-FA-10003485','OFF-EN-10003798'},,,,,,
632,frozenset({'TEC-PH-10003589','OFF-FA-10003485','OFF-EN-10003798'},,,,,,
633,frozenset({'OFF-ST-10000642','OFF-EN-10003798','OFF-PA-10004735'},,,,,,
634,frozenset({'TEC-PH-10003589','OFF-EN-10003798','OFF-PA-10004735'},,,,,,
635,frozenset({'OFF-ST-10000642','OFF-EN-10003798','TEC-PH-10003589'},,,,,,
636,frozenset({'TEC-AC-10003709','OFF-FA-10003485','OFF-EN-10003845'},,,,,,
637,frozenset({'OFF-PA-10001838','OFF-FA-10003485','OFF-EN-10004846'},,,,,,
638,frozenset({'OFF-FA-10003485','OFF-EN-10004846','OFF-SU-10003567'},,,,,,
639,frozenset({'TEC-AC-10003038','OFF-FA-10003485','OFF-EN-10004846'},,,,,,
640,frozenset({'TEC-PH-10001557','OFF-FA-10003485','OFF-EN-10004846'},,,,,,
641,frozenset({'TEC-PH-10001760','OFF-FA-10003485','OFF-EN-10004846'},,,,,,
642,frozenset({'OFF-PA-10001838','OFF-EN-10004846','OFF-SU-10003567'},,,,,,
643,frozenset({'OFF-PA-10001838','TEC-AC-10003038','OFF-EN-10004846'},,,,,,
644,frozenset({'OFF-PA-10001838','TEC-PH-10001557','OFF-EN-10004846'},,,,,,
645,frozenset({'TEC-PH-10001760','OFF-PA-10001838','OFF-EN-10004846'},,,,,,
646,frozenset({'TEC-AC-10003038','OFF-EN-10004846','OFF-SU-10003567'},,,,,,
647,frozenset({'TEC-PH-10001557','OFF-EN-10004846','OFF-SU-10003567'},,,,,,
648,frozenset({'TEC-PH-10001760','OFF-EN-10004846','OFF-SU-10003567'},,,,,,
649,frozenset({'TEC-PH-10001557','TEC-AC-10003038','OFF-EN-10004846'},,,,,,
650,frozenset({'TEC-PH-10001760','TEC-AC-10003038','OFF-EN-10004846'},,,,,,
651,frozenset({'TEC-PH-10001760','TEC-PH-10001557','OFF-EN-10004846'},,,,,,
652,frozenset({'OFF-FA-10003485','OFF-LA-10001771','TEC-PH-10004434'},,,,,,
653,frozenset({'OFF-FA-10003485','OFF-PA-10002666','OFF-PA-10000675'},,,,,,
654,frozenset({'OFF-FA-10003485','TEC-PH-10000011','OFF-PA-10000675'},,,,,,
655,frozenset({'OFF-FA-10003485','OFF-PA-10000809','OFF-SU-10004231'},,,,,,
656,frozenset({'TEC-MA-10002412','OFF-FA-10003485','OFF-PA-10001804'},,,,,,
657,frozenset({'OFF-FA-10003485','TEC-MA-10003626','OFF-PA-10001804'},,,,,,
658,frozenset({'OFF-PA-10001838','OFF-FA-10003485','OFF-SU-10003567'},,,,,,
659,frozenset({'OFF-PA-10001838','OFF-FA-10003485','TEC-AC-10003038'},,,,,,
660,frozenset({'OFF-PA-10001838','TEC-PH-10001557','OFF-FA-10003485'},,,,,,
661,frozenset({'TEC-PH-10001760','OFF-PA-10001838','OFF-FA-10003485'},,,,,,
662,frozenset({'OFF-PA-10001870','OFF-FA-10003485','OFF-PA-10002036'},,,,,,
663,frozenset({'OFF-FA-10003485','TEC-PH-10000011','OFF-PA-10002666'},,,,,,
664,frozenset({'TEC-PH-10002293','OFF-FA-10003485','OFF-PA-10004675'},,,,,,
665,frozenset({'OFF-ST-10000642','OFF-FA-10003485','OFF-PA-10004735'},,,,,,
666,frozenset({'TEC-PH-10003589','OFF-FA-10003485','OFF-PA-10004735'},,,,,,
667,frozenset({'OFF-ST-10000419','OFF-FA-10003485','TEC-AC-10004877'},,,,,,
668,frozenset({'OFF-ST-10000642','OFF-FA-10003485','TEC-PH-10003589'},,,,,,
669,frozenset({'OFF-ST-10000760','OFF-FA-10003485','OFF-ST-10002301'},,,,,,
670,frozenset({'OFF-ST-10000760','OFF-FA-10003485','OFF-SU-10004884'},,,,,,
671,frozenset({'OFF-FA-10003485','OFF-ST-10001963','OFF-ST-10003996'},,,,,,
672,frozenset({'TEC-AC-10004568','OFF-FA-10003485','OFF-ST-10001963'},,,,,,
673,frozenset({'OFF-FA-10003485','OFF-SU-10004884','OFF-ST-10002301'},,,,,,
