ID,master_id,order_channel,last_order_channel,first_order_date,last_order_date,last_order_date_online,last_order_date_offline,order_num_total_ever_online,order_num_total_ever_offline,customer_value_total_ever_offline,customer_value_total_ever_online,interested_in_categories_12,order_num_total,customer_value_total
914,a8435ca2-d662-11e9-93bc-000d3a38a36f,Ios App,Offline,2019-07-06,2020-08-28,2019-08-24,2020-08-28,1,3,"500,37","164,98","[ERKEK,  AKTIFSPOR]",4,"665,35"
9140,eab24540-1a12-11eb-8d74-000d3a38a36f,Android App,Android App,2020-10-29,2021-03-07,2021-03-07,2020-10-29,1,1,"180,48","67,19","[KADIN,  AKTIFSPOR]",2,"247,67"
9141,a1950a82-d62a-11e9-93bc-000d3a38a36f,Mobile,Mobile,2019-08-17,2021-01-01,2021-01-01,2020-03-01,1,4,"415,67","126,98","[COCUK,  AKTIFSPOR]",5,"542,65"
9142,1af1343c-a3b8-11e9-a2fc-000d3a38a36f,Desktop,Offline,2019-04-04,2020-10-04,2020-05-14,2020-10-04,1,2,"119,98","207,92",[KADIN],3,"327,9"
9143,bc2651dc-15e3-11ea-aa74-000d3a38a36f,Mobile,Offline,2019-09-06,2021-05-24,2021-05-09,2021-05-24,4,4,"510,94","615,54","[COCUK,  KADIN]",8,"1126,48"
9144,0f320f2e-9f83-11e9-a2fc-000d3a38a36f,Mobile,Offline,2019-04-15,2020-06-22,2019-04-15,2020-06-22,1,1,"146,47","185,49","[ERKEK,  KADIN,  AKTIFSPOR]",2,"331,96000000000004"
9145,947cbd34-41c0-11ea-96d9-000d3a38a36f,Android App,Android App,2019-09-06,2021-05-04,2021-05-04,2019-09-06,8,1,"69,99","577,42","[KADIN,  AKTIFSPOR]",9,"647,41"
9146,86164e14-1172-11ea-9f3a-000d3a38a36f,Mobile,Mobile,2019-08-17,2020-11-09,2020-11-09,2019-08-17,4,1,"84,98","437,96",[KADIN],5,"522,9399999999999"
9147,bdc55ee0-b146-11e9-9757-000d3a38a36f,Mobile,Mobile,2019-05-26,2020-09-10,2020-09-10,2020-02-06,3,1,"90,49","330,47",[],4,"420,96000000000004"
9148,a971baf8-5bd0-11ea-b7a4-000d3a38a36f,Android App,Android App,2020-01-15,2021-05-08,2021-05-08,2020-01-15,6,1,"109,98","658,8",[],7,"768,78"
9149,a815bc40-9762-11ea-a9c8-000d3a38a36f,Desktop,Desktop,2020-05-12,2020-11-30,2020-11-30,2020-05-12,1,1,"109,99","125,99",[ERKEK],2,"235,98"
915,b0867a52-5beb-11ea-87a1-000d3a38a36f,Ios App,Ios App,2020-02-01,2021-01-30,2021-01-30,2020-02-01,2,1,"129,99","424,99",[AKTIFSPOR],3,"554,98"
9150,b816554c-b07b-11e9-9757-000d3a38a36f,Desktop,Offline,2019-04-13,2020-11-30,2019-04-13,2020-11-30,2,1,"141,48","484,98","[COCUK,  KADIN]",3,"626,46"
9151,d51affaa-b105-11e9-9757-000d3a38a36f,Mobile,Mobile,2019-04-09,2021-05-27,2021-05-27,2020-01-12,1,3,"279,97","314,93",[],4,"594,9000000000001"
9152,3058b3de-2141-11ea-9618-000d3a38a36f,Android App,Android App,2019-07-29,2021-05-22,2021-05-22,2019-07-29,21,1,"79,99","2847,72","[ERKEK,  KADIN,  AKTIFSPOR]",22,"2927,7099999999996"
9225,07fcab24-aaf0-11e9-a2fc-000d3a38a36f,Desktop,Offline,2017-08-16,2021-03-02,2017-08-18,2021-03-02,2,2,"1100,69","179,96",[AKTIFSPOR],4,"1280,65"
9226,7d2029ba-5457-11ea-b1db-000d3a38a36f,Android App,Android App,2019-12-14,2021-02-09,2021-02-09,2020-09-15,1,4,"993,11","326,34","[KADIN,  AKTIFSPOR]",5,"1319,45"
9227,c8038e64-d89f-11ea-aee7-000d3a38a36f,Desktop,Offline,2020-08-07,2021-02-05,2020-08-07,2021-02-05,1,1,"204,76","99,99","[COCUK,  AKTIFSPOR]",2,"304,75"
9228,642265c6-d65e-11e9-93bc-000d3a38a36f,Ios App,Ios App,2019-08-22,2020-07-13,2020-07-13,2019-08-22,1,1,"59,98","150,98","[KADIN,  AKTIFSPOR]",2,"210,95999999999998"
9229,f7cf07b4-2ab1-11ea-b3a7-000d3a38a36f,Android App,Android App,2019-09-29,2020-07-07,2020-07-07,2019-09-29,3,1,"239,98","809,76",[AKTIFSPOR],4,"1049,74"
923,8cc76f86-5b32-11ea-8865-000d3a38a36f,Android App,Android App,2019-09-16,2020-06-16,2020-06-16,2020-02-22,1,2,"263,46","215,78","[KADIN,  AKTIFSPOR]",3,"479,24"
9230,5a2a2136-ffc0-11e9-a5e8-000d3a38a36f,Android App,Android App,2019-11-05,2020-07-30,2020-07-30,2019-11-05,1,1,"79,99","109,99",[AKTIFSPOR],2,"189,98"
9231,db33b1fc-9e77-11e9-9897-000d3a38a36f,Mobile,Offline,2018-10-07,2021-03-24,2018-10-07,2021-03-24,2,2,"261,96","299,98",[AKTIFCOCUK],4,"561,94"
9232,8821abbc-ad64-11e9-a2fc-000d3a38a36f,Android App,Offline,2018-07-26,2020-07-15,2020-02-14,2020-07-15,2,3,"617,3","434,96","[ERKEK,  AKTIFSPOR]",5,"1052,26"
9233,e3f5e4cc-2fa9-11ea-bb80-000d3a38a36f,Android App,Android App,2019-03-25,2021-02-23,2021-02-23,2020-01-18,7,4,"552,93","1484,68","[KADIN,  AKTIFSPOR]",11,"2037,6100000000001"
9234,a451afda-9d56-11e9-9897-000d3a38a36f,Android App,Android App,2019-02-22,2020-11-12,2020-11-12,2019-05-16,1,2,"134,98","144,42","[ERKEK,  AKTIFSPOR]",3,"279,4"
9235,6321d02c-a557-11e9-a2fc-000d3a38a36f,Android App,Android App,2019-06-30,2021-05-14,2021-05-14,2019-06-30,1,1,"19,99","74,99",[],2,"94,97999999999999"
9236,ea653bc4-aa1f-11e9-a2fc-000d3a38a36f,Ios App,Offline,2017-04-25,2021-03-27,2021-03-10,2021-03-27,11,1,"318,93","1121,78","[ERKEK,  COCUK,  KADIN]",12,"1440,71"
9237,2bed975c-7659-11ea-b23f-000d3a38a36f,Android App,Android App,2020-10-12,2021-05-04,2021-05-04,2020-10-12,2,1,"100,73","409,95","[KADIN,  AKTIFSPOR]",3,"510,68"
9238,d705dc78-503b-11eb-806e-000d3a38a36f,Android App,Android App,2021-01-06,2021-05-10,2021-05-10,2021-01-06,3,1,"299,99","506,94",[AKTIFSPOR],4,"806,9300000000001"
9239,2eca6cc6-5baf-11ea-b9da-000d3a38a36f,Ios App,Offline,2019-12-17,2021-05-20,2020-04-19,2021-05-20,1,4,"659,96","149,54",[AKTIFSPOR],5,"809,5"
924,df7a82da-4b7a-11ea-a626-000d3a38a36f,Android App,Android App,2019-08-05,2020-10-15,2020-10-15,2019-08-05,1,1,"49,99","275,17",[ERKEK],2,"325,16"
9240,bbc1df3c-2302-11ea-8523-000d3a38a36f,Mobile,Mobile,2019-11-29,2020-10-10,2020-10-10,2019-12-11,2,4,"604,86","134,84",[],6,"739,7"
9241,2524cca8-9eb7-11e9-9897-000d3a38a36f,Ios App,Ios App,2016-12-03,2021-04-21,2021-04-21,2019-09-14,4,1,"159,98","833,1",[ERKEK],5,"993,08"
9242,ec06edfe-52f0-11ea-9ade-000d3a38a36f,Ios App,Offline,2019-12-25,2021-01-06,2020-05-14,2021-01-06,1,2,"311,75","119,99","[ERKEK,  AKTIFSPOR]",3,"431,74"
9243,2a930b5c-a7ca-11e9-a2fc-000d3a38a36f,Mobile,Offline,2015-02-24,2021-01-21,2019-05-10,2021-01-21,4,5,"409,93","631,9",[KADIN],9,"1041,83"
9244,3c47ee22-aeb8-11e9-a2fc-000d3a38a36f,Android App,Android App,2019-02-14,2021-05-25,2021-05-25,2019-03-02,16,1,"79,99","1603,6",[KADIN],17,"1683,59"
9245,17365f82-d6d7-11e9-93bc-000d3a38a36f,Android App,Android App,2019-09-02,2021-04-20,2021-04-20,2019-09-02,2,1,"59,97","252,68","[ERKEK,  AKTIFSPOR]",3,"312,65"
9246,c446d574-af33-11e9-a2fc-000d3a38a36f,Mobile,Offline,2019-05-13,2020-10-29,2019-05-13,2020-10-29,1,2,"283,97","89,99",[KADIN],3,"373,96000000000004"
9247,632d79c2-8d0a-11ea-8f41-000d3a38a36f,Android App,Offline,2020-05-23,2020-07-27,2020-05-23,2020-07-27,1,1,"80,48","253,97",[AKTIFCOCUK],2,"334,45"
9248,a1cb7e4c-8eac-11ea-8f41-000d3a38a36f,Android App,Offline,2020-05-05,2021-04-28,2020-05-05,2021-04-28,1,1,"200,87","77,99",[],2,"278,86"
9249,e8c4a05c-5e5a-11eb-8dbd-000d3a38a36f,Android App,Android App,2020-10-13,2021-03-22,2021-03-22,2020-10-13,1,1,"39,99","70,99","[KADIN,  AKTIFSPOR]",2,"110,97999999999999"
925,0f4c8b74-5b12-11ea-b524-000d3a38a36f,Android App,Android App,2020-02-22,2020-06-05,2020-06-05,2020-02-22,1,1,"99,98","317,96","[ERKEK,  AKTIFSPOR]",2,"417,94"
9250,4c2a7404-b0ac-11e9-9757-000d3a38a36f,Mobile,Mobile,2019-09-14,2021-02-01,2021-02-01,2020-11-17,1,4,"729,68","867,94","[ERKEK,  KADIN,  AKTIFSPOR]",5,"1597,62"
9251,b3e206a0-a22b-11e9-a2fc-000d3a38a36f,Mobile,Desktop,2019-03-07,2020-07-30,2020-07-30,2019-03-07,4,1,"99,99","358,95",[AKTIFCOCUK],5,"458,94"
9252,ec4778d6-ab4f-11e9-a2fc-000d3a38a36f,Desktop,Offline,2017-11-24,2021-02-18,2017-11-24,2021-02-18,1,1,"189,99","64,99",[AKTIFSPOR],2,"254,98000000000002"
9253,301afb72-9f83-11eb-9c47-000d3a38a36f,Android App,Offline,2018-11-23,2021-04-19,2021-04-17,2021-04-19,5,2,"230,36","505,4","[KADIN,  AKTIFSPOR]",7,"735,76"
9254,1754bde6-9d3a-11e9-9897-000d3a38a36f,Android App,Android App,2016-07-03,2021-04-21,2021-04-21,2020-02-29,22,1,"150,49","4254,42","[ERKEK,  KADIN,  AKTIFSPOR]",23,"4404,91"
9255,131cbba8-feeb-11e9-a5e8-000d3a38a36f,Ios App,Ios App,2019-09-05,2020-11-22,2020-11-22,2019-09-05,9,1,"539,95","3403,28",[AKTIFSPOR],10,"3943,2300000000005"
9256,7e5b4654-a816-11e9-a2fc-000d3a38a36f,Android App,Android App,2015-09-17,2020-08-02,2020-08-02,2020-02-18,6,1,"95,48","733,33",[AKTIFCOCUK],7,"828,8100000000001"
9257,bd6a7b1e-5b9c-11ea-b68b-000d3a38a36f,Android App,Android App,2020-01-11,2021-01-18,2021-01-18,2020-01-13,3,2,"131,96","497,94","[ERKEK,  AKTIFSPOR]",5,"629,9"
9258,b1694fe6-9fab-11e9-a2fc-000d3a38a36f,Desktop,Desktop,2019-07-30,2020-11-29,2020-11-29,2019-08-02,2,2,"99,98","475,69","[AKTIFCOCUK,  AKTIFSPOR]",4,"575,67"
9259,9af612a0-9dfb-11e9-9897-000d3a38a36f,Android App,Android App,2020-02-27,2020-05-31,2020-05-31,2020-03-04,1,2,"246,47","79,99",[ERKEK],3,"326,46"
926,8b51c608-a24e-11e9-a2fc-000d3a38a36f,Android App,Android App,2019-03-09,2021-03-09,2021-03-09,2020-02-08,2,2,"180,48","220,98",[AKTIFSPOR],4,"401,46"
9260,ac1fe55c-272f-11ea-aaaa-000d3a38a36f,Mobile,Mobile,2019-11-17,2021-03-15,2021-03-15,2020-11-01,1,2,"209,98","185,78",[AKTIFCOCUK],3,"395,76"
9261,a87e94d4-6460-11ea-a507-000d3a38a36f,Android App,Android App,2020-03-12,2020-10-13,2020-10-13,2020-09-07,4,1,"50,74","279,96",[KADIN],5,"330,7"
9337,b6cdb95c-ab01-11e9-a2fc-000d3a38a36f,Android App,Offline,2017-09-03,2020-07-25,2019-11-30,2020-07-25,3,1,"280,72","429,94","[AKTIFCOCUK,  ERKEK]",4,"710,6600000000001"
9338,26d1bd62-ac5f-11e9-a2fc-000d3a38a36f,Android App,Android App,2019-07-08,2021-01-07,2021-01-07,2020-02-09,3,2,"140,48","354,97",[AKTIFSPOR],5,"495,45000000000005"
9339,c34d9f40-a551-11e9-a2fc-000d3a38a36f,Desktop,Offline,2018-10-23,2020-10-30,2018-10-23,2020-10-30,1,1,"29,99","189,9",[ERKEK],2,"219,89000000000001"
934,beb19d0a-a37c-11e9-a2fc-000d3a38a36f,Android App,Android App,2019-03-30,2020-09-01,2020-09-01,2019-03-30,2,1,"369,89","359,98",[ERKEK],3,"729,87"
9340,dd118e16-a932-11e9-a2fc-000d3a38a36f,Android App,Android App,2019-08-29,2021-05-05,2021-05-05,2019-11-26,2,3,"419,97","220,99",[KADIN],5,"640,96"
9341,dd1ea164-d95c-11e9-93bc-000d3a38a36f,Android App,Android App,2019-09-17,2021-04-18,2021-04-18,2020-02-04,2,3,"230,47","400,98",[ERKEK],5,"631,45"
9342,72419228-b107-11eb-bbf8-000d3a38a36f,Android App,Offline,2021-05-09,2021-05-28,2021-05-13,2021-05-28,2,1,"380,96","330,39",[KADIN],3,"711,3499999999999"
9343,f571bbda-9d33-11e9-9897-000d3a38a36f,Desktop,Offline,2015-04-07,2020-11-22,2015-04-11,2020-11-22,2,1,"289,98","119,98","[COCUK,  KADIN]",3,"409,96000000000004"
9344,e4a55064-2325-11ea-8523-000d3a38a36f,Android App,Android App,2019-03-11,2021-05-10,2021-05-10,2021-04-12,2,18,"2125,5","256,08","[AKTIFCOCUK,  KADIN,  AKTIFSPOR]",20,"2381,58"
9345,d19554a8-f123-11e9-9346-000d3a38a36f,Android App,Offline,2019-10-12,2021-01-22,2020-11-07,2021-01-22,2,3,"519,96","194,99",[AKTIFSPOR],5,"714,95"
9346,f215f366-aff8-11e9-9757-000d3a38a36f,Android App,Android App,2019-03-17,2021-05-17,2021-05-17,2019-03-17,2,1,"174,97","207,38",[AKTIFCOCUK],3,"382,35"
9347,44d032ee-a0d4-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2019-02-11,2021-02-11,2021-02-11,2020-12-24,3,74,"4640,77","543,28","[KADIN,  AKTIFSPOR]",77,"5184,05"
9348,fbc3f42c-abab-11e9-a2fc-000d3a38a36f,Desktop,Offline,2019-07-11,2021-02-04,2020-11-17,2021-02-04,3,3,"274,34","371,94","[ERKEK,  COCUK]",6,"646,28"
9349,b8e20192-2821-11ea-a043-000d3a38a36f,Android App,Android App,2019-09-03,2020-09-23,2020-09-23,2019-09-03,2,1,"194,99","187,98",[ERKEK],3,"382,97"
935,092f4294-15ea-11ea-aa74-000d3a38a36f,Desktop,Offline,2019-11-11,2021-05-27,2019-11-11,2021-05-27,1,9,"733,09","67,49","[ERKEK,  KADIN,  AKTIFSPOR]",10,"800,58"
9350,c659fd8e-3266-11eb-ad60-000d3a38a36f,Android App,Android App,2020-11-29,2021-05-07,2021-05-07,2020-11-29,1,1,"100,49","94,94",[ERKEK],2,"195,43"
9351,161c39c2-b13a-11e9-9757-000d3a38a36f,Mobile,Offline,2018-12-22,2020-08-12,2019-06-27,2020-08-12,2,2,"171,23","309,97",[KADIN],4,"481,20000000000005"
9352,f5592168-ddd1-11e9-a848-000d3a38a36f,Ios App,Ios App,2019-09-21,2020-11-14,2020-11-14,2019-09-21,1,1,"49,99","118,55",[AKTIFSPOR],2,"168,54"
9353,bf9a46cc-b01a-11e9-9757-000d3a38a36f,Android App,Android App,2019-01-19,2021-03-15,2021-03-15,2019-11-17,8,4,"1129,85","1990,85",[ERKEK],12,"3120,7"
9354,43739bfe-49a1-11ea-8a4f-000d3a38a36f,Android App,Offline,2019-11-18,2021-04-16,2020-11-28,2021-04-16,2,3,"459,95","319,91","[ERKEK,  AKTIFSPOR]",5,"779,86"
9355,a13d93be-5b50-11ea-9c2b-000d3a38a36f,Desktop,Desktop,2019-12-14,2020-12-26,2020-12-26,2019-12-14,1,1,"229,98","119,99",[AKTIFSPOR],2,"349,96999999999997"
9356,64e206fe-6634-11ea-82da-000d3a38a36f,Android App,Offline,2020-03-13,2021-05-21,2020-10-08,2021-05-21,1,3,"231,42","115,19",[KADIN],4,"346,61"
9357,ee9651a6-ab31-11ea-b736-000d3a38a36f,Mobile,Offline,2020-06-10,2021-03-05,2020-06-10,2021-03-05,1,2,"140,48","139,99",[AKTIFSPOR],3,"280,47"
9358,48bcc796-f66a-11e9-841e-000d3a38a36f,Mobile,Mobile,2019-10-24,2021-02-20,2021-02-20,2019-10-24,2,1,"29,99","89,98",[COCUK],3,"119,97"
9359,62e6abfc-a6f9-11e9-a2fc-000d3a38a36f,Desktop,Offline,2014-10-07,2020-12-31,2014-10-07,2020-12-31,1,1,"349,99","49,99",[AKTIFSPOR],2,"399,98"
936,fbf26a8c-9764-11ea-a9c8-000d3a38a36f,Android App,Offline,2020-08-31,2021-04-15,2020-12-27,2021-04-15,1,3,"406,84","113,99","[ERKEK,  KADIN,  AKTIFSPOR]",4,"520,8299999999999"
9360,38c2e008-4d24-11ea-9bde-000d3a38a36f,Ios App,Offline,2019-10-05,2020-06-11,2020-04-26,2020-06-11,1,2,"404,96","174,97",[KADIN],3,"579,93"
9361,6ec9b84c-a42e-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2019-04-15,2021-04-10,2021-04-10,2019-11-24,2,2,"209,98","299,98",[AKTIFSPOR],4,"509,96000000000004"
9362,af901fa0-a8c6-11e9-a2fc-000d3a38a36f,Mobile,Offline,2016-11-27,2021-04-14,2016-11-27,2021-04-14,1,2,"300,87","79,99",[],3,"380,86"
9363,e6c4f4ba-a839-11e9-a2fc-000d3a38a36f,Desktop,Offline,2017-08-21,2021-04-09,2021-03-18,2021-04-09,23,6,"850,91","3984,65","[AKTIFCOCUK,  ERKEK,  COCUK,  KADIN]",29,"4835,56"
9364,a800ac48-2501-11ea-bf27-000d3a38a36f,Android App,Android App,2019-04-20,2021-02-08,2021-02-08,2019-04-20,1,1,"89,99","79,99",[KADIN],2,"169,98"
9365,54cafcd4-b122-11e9-9757-000d3a38a36f,Ios App,Offline,2019-08-29,2021-04-15,2020-05-20,2021-04-15,1,5,"640,84","206,97",[],6,"847,8100000000001"
9366,ee741d3e-1194-11ea-846f-000d3a38a36f,Android App,Android App,2019-09-20,2020-10-30,2020-10-30,2020-02-12,4,2,"180,48","737,92",[AKTIFSPOR],6,"918,4"
9367,611bc722-49ff-11ea-b0b1-000d3a38a36f,Android App,Android App,2019-08-04,2021-05-24,2021-05-24,2019-08-04,3,1,"29,99","805,37",[KADIN],4,"835,36"
9368,fead81f0-1949-11eb-8d74-000d3a38a36f,Android App,Offline,2020-10-28,2021-02-09,2020-11-30,2021-02-09,1,3,"325,33","299,98","[AKTIFCOCUK,  ERKEK,  KADIN]",4,"625,31"
9369,e1954572-a1e4-11e9-a2fc-000d3a38a36f,Android App,Offline,2019-03-02,2020-09-05,2020-06-08,2020-09-05,1,5,"709,48","345,95","[ERKEK,  KADIN,  AKTIFSPOR]",6,"1055,43"
937,ded9c78e-6b80-11ea-9c62-000d3a38a36f,Ios App,Ios App,2020-04-12,2021-01-06,2021-01-06,2020-07-09,5,3,"213,88","1172,48","[AKTIFCOCUK,  ERKEK,  AKTIFSPOR]",8,"1386,3600000000001"
9370,b38cbf9c-1c69-11eb-8d74-000d3a38a36f,Desktop,Desktop,2020-11-01,2021-05-02,2021-05-02,2020-11-01,3,1,"119,98","319,97",[AKTIFSPOR],4,"439,95000000000005"
9371,c04c04a4-a839-11e9-a2fc-000d3a38a36f,Ios App,Ios App,2019-04-17,2020-06-27,2020-06-27,2019-04-17,2,1,"129,98","221,97","[AKTIFCOCUK,  AKTIFSPOR]",3,"351,95"
9372,d6413810-b1f8-11e9-89fa-000d3a38a36f,Android App,Android App,2019-07-23,2020-11-27,2020-11-27,2020-08-14,1,3,"416,68","77,99","[ERKEK,  COCUK]",4,"494,67"
9373,301215fe-a54b-11e9-a2fc-000d3a38a36f,Android App,Android App,2019-06-29,2020-11-26,2020-11-26,2019-09-03,4,2,"59,98","345,95","[KADIN,  AKTIFSPOR]",6,"405,93"
9447,a112958e-5b4a-11ea-a698-000d3a38a36f,Android App,Android App,2020-02-02,2021-05-27,2021-05-27,2020-02-02,2,1,"180,72","174,98",[AKTIFCOCUK],3,"355,7"
9448,8d4285ea-a3fe-11e9-a2fc-000d3a38a36f,Android App,Android App,2019-04-10,2021-05-28,2021-05-28,2019-04-10,8,1,"64,99","1321,86","[COCUK,  KADIN]",9,"1386,85"
9449,50222680-a367-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2019-03-29,2021-05-04,2021-05-04,2020-01-06,1,2,"499,96","203,43",[],3,"703,39"
945,7a2e89be-d6f2-11e9-93bc-000d3a38a36f,Ios App,Ios App,2019-09-04,2021-05-27,2021-05-27,2020-08-13,2,2,"320,47","260,98",[AKTIFSPOR],4,"581,45"
9450,0e87805a-f8ab-11e9-b138-000d3a38a36f,Android App,Android App,2019-10-27,2020-12-16,2020-12-16,2019-10-27,4,1,"59,99","817,09","[ERKEK,  KADIN,  AKTIFSPOR]",5,"877,08"
9451,6d78f320-a985-11e9-a2fc-000d3a38a36f,Android App,Android App,2019-12-21,2021-05-07,2021-05-07,2019-12-21,2,1,"149,99","390,48",[ERKEK],3,"540,47"
9452,cb9b7998-ac21-11e9-a2fc-000d3a38a36f,Desktop,Offline,2017-06-10,2020-08-26,2018-06-09,2020-08-26,3,2,"280,47","614,06",[ERKEK],5,"894,53"
9453,1637d1d6-de1d-11e9-957d-000d3a38a36f,Mobile,Mobile,2019-09-23,2021-01-13,2021-01-13,2019-09-23,2,1,"139,99","607,02","[AKTIFCOCUK,  ERKEK,  AKTIFSPOR]",3,"747,01"
9454,1dd7141c-9923-11ea-b97a-000d3a38a36f,Android App,Android App,2017-06-18,2020-08-29,2020-08-29,2019-08-03,7,3,"309,88","894,46",[COCUK],10,"1204,3400000000001"
9455,c6c41332-3148-11eb-8968-000d3a38a36f,Ios App,Offline,2020-11-27,2021-01-20,2020-11-27,2021-01-20,2,2,"176,74","149,98","[ERKEK,  KADIN,  AKTIFSPOR]",4,"326,72"
9456,e9b5616e-f5be-11e9-841e-000d3a38a36f,Android App,Android App,2019-10-25,2021-05-02,2021-05-02,2020-11-24,7,1,"180,73","472,48",[AKTIFCOCUK],8,"653,21"
9457,5f420284-1a68-11ea-941b-000d3a38a36f,Ios App,Android App,2019-11-28,2021-04-09,2021-04-09,2019-11-28,3,1,"69,99","201,97","[ERKEK,  KADIN]",4,"271,96"
9458,481192d4-d280-11ea-8aab-000d3a38a36f,Mobile,Mobile,2019-11-01,2021-02-09,2021-02-09,2020-07-30,2,2,"110,48","229,98","[ERKEK,  KADIN]",4,"340,46"
9459,0c3f8294-52e1-11ea-9ade-000d3a38a36f,Android App,Android App,2019-12-29,2020-12-19,2020-12-19,2019-12-29,1,1,"149,99","349,98","[ERKEK,  COCUK]",2,"499,97"
946,597f1de8-a833-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2015-04-05,2021-03-21,2021-03-21,2021-03-05,12,2,"84,97","948,79","[ERKEK,  COCUK,  KADIN]",14,"1033,76"
9460,513cef34-d632-11e9-93bc-000d3a38a36f,Android App,Android App,2019-08-18,2021-05-11,2021-05-11,2019-08-18,2,1,"189,98","264,96","[ERKEK,  AKTIFSPOR]",3,"454,93999999999994"
9461,02539196-2bde-11ea-91ab-000d3a38a36f,Desktop,Desktop,2020-09-24,2021-05-07,2021-05-07,2020-09-24,1,1,"199,9","69,99",[AKTIFSPOR],2,"269,89"
9462,89b9c1fa-af0b-11e9-a2fc-000d3a38a36f,Android App,Offline,2018-11-25,2020-11-28,2019-10-27,2020-11-28,2,2,"329,98","249,98",[KADIN],4,"579,96"
9463,0a0b04da-5bc9-11ea-b13c-000d3a38a36f,Ios App,Android App,2019-12-15,2021-04-11,2021-04-11,2021-03-05,2,3,"289,97","592,19","[COCUK,  KADIN]",5,"882,1600000000001"
9464,c5797a70-9847-11ea-9d91-000d3a38a36f,Android App,Offline,2020-01-07,2020-09-26,2020-05-23,2020-09-26,1,2,"169,97","279,96","[COCUK,  KADIN]",3,"449,92999999999995"
9465,e1c15bca-3555-11eb-9a15-000d3a38a36f,Android App,Android App,2020-12-03,2021-05-06,2021-05-06,2020-12-03,1,1,"139,73",143,"[ERKEK,  KADIN]",2,"282,73"
9466,c95a3c9e-2a7b-11eb-b280-000d3a38a36f,Ios App,Offline,2020-11-19,2021-04-02,2021-01-09,2021-04-02,5,3,"591,85","947,95","[ERKEK,  AKTIFSPOR]",8,"1539,8000000000002"
9467,963fd058-a354-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2019-03-27,2020-12-09,2020-12-09,2019-03-27,2,1,"69,98","47,84",[KADIN],3,"117,82000000000001"
9468,aa9e42f2-a1ef-11e9-a2fc-000d3a38a36f,Android App,Android App,2019-03-02,2021-05-03,2021-05-03,2019-06-22,2,4,"489,91","109,98",[AKTIFCOCUK],6,"599,89"
9469,b7ff823a-e2c2-11e9-ad00-000d3a38a36f,Android App,Android App,2019-09-29,2020-07-20,2020-07-20,2019-09-29,1,1,"79,99","99,99",[ERKEK],2,"179,98"
947,647bc284-ffa2-11e9-a5e8-000d3a38a36f,Android App,Android App,2019-07-21,2021-04-22,2021-04-22,2019-11-25,3,3,"434,95","451,94","[KADIN,  AKTIFSPOR]",6,"886,89"
9470,5dc34e5e-20ed-11eb-b361-000d3a38a36f,Android App,Android App,2020-11-07,2020-12-21,2020-12-21,2020-11-07,1,1,"110,49","173,98","[AKTIFCOCUK,  ERKEK]",2,"284,46999999999997"
9471,113e6758-5bd1-11ea-9ef3-000d3a38a36f,Ios App,Ios App,2019-12-28,2021-01-03,2021-01-03,2019-12-28,1,1,"150,49","181,93",[AKTIFSPOR],2,"332,42"
9472,84884adc-418a-11ea-96d9-000d3a38a36f,Android App,Android App,2019-08-04,2021-03-28,2021-03-28,2019-12-05,2,2,"262,97","104,77",[COCUK],4,"367,74"
9473,6abb8c76-9d8f-11e9-9897-000d3a38a36f,Desktop,Offline,2019-11-06,2021-02-01,2019-11-06,2021-02-01,1,3,"410,95","119,99","[KADIN,  AKTIFSPOR]",4,"530,9399999999999"
9474,982c020e-f8ce-11e9-b138-000d3a38a36f,Mobile,Desktop,2019-10-27,2020-11-08,2020-11-08,2019-10-27,2,1,"44,99","381,47","[COCUK,  KADIN]",3,"426,46000000000004"
9475,ad1fc1fc-af02-11e9-a2fc-000d3a38a36f,Ios App,Ios App,2018-11-21,2021-03-18,2021-03-18,2019-10-12,3,1,"92,98","387,92",[ERKEK],4,"480,90000000000003"
9476,b0f5ad10-ddc3-11e9-a848-000d3a38a36f,Android App,Android App,2019-09-20,2021-02-02,2021-02-02,2019-09-20,3,1,"29,99","573,69","[AKTIFCOCUK,  ERKEK,  COCUK,  KADIN,  AKTIFSPOR]",4,"603,6800000000001"
9477,ee1e1aa8-ade2-11e9-a2fc-000d3a38a36f,Android App,Offline,2018-10-08,2020-12-15,2018-10-08,2020-12-15,1,1,"24,99","209,9",[ERKEK],2,"234,89000000000001"
9478,17d60fb6-10dc-11ea-8ce6-000d3a38a36f,Android App,Android App,2019-11-08,2020-09-14,2020-09-14,2019-11-08,2,1,"135,98","196,88",[AKTIFCOCUK],3,"332,86"
9479,dcf3c3ba-5b4b-11ea-9fe5-000d3a38a36f,Android App,Android App,2020-02-23,2021-02-15,2021-02-15,2020-02-23,2,1,"79,99","212,69",[KADIN],3,"292,68"
948,c5098988-a778-11e9-a2fc-000d3a38a36f,Ios App,Android App,2015-02-20,2020-11-25,2020-11-25,2019-10-05,6,2,"199,98","847,64",[AKTIFSPOR],8,"1047,62"
