gender;SeniorCitizen;tenure;PhoneService;Contract;PaymentMethod;MonthlyCharges;TotalCharges;Churn
Male;0;72;Yes;Two year;Bank transfer (automatic);87;6230;No
Female;0;29;Yes;Month-to-month;Mailed check;20;573;No
Male;0;37;Yes;Month-to-month;Electronic check;90;3419;No
Female;0;34;Yes;Month-to-month;Mailed check;110;3587;Yes
Female;1;42;Yes;Month-to-month;Electronic check;85;3541;Yes
Female;0;59;Yes;One year;Mailed check;66;3801;No
Male;0;11;Yes;Month-to-month;Bank transfer (automatic);80;869;Yes
Male;1;60;Yes;Month-to-month;Electronic check;81;4859;No
Female;0;27;Yes;Month-to-month;Mailed check;56;1439;No
Female;0;1;Yes;Month-to-month;Mailed check;86;86;Yes
Male;1;1;Yes;Month-to-month;Electronic check;79;79;Yes
Male;0;17;No;Month-to-month;Mailed check;34;593;No
Male;0;58;Yes;Two year;Mailed check;21;1186;No
Male;0;1;Yes;One year;Mailed check;19;19;No
Female;0;3;Yes;Month-to-month;Mailed check;44;135;Yes
Female;0;53;Yes;Month-to-month;Electronic check;91;4921;No
Male;0;35;Yes;Month-to-month;Electronic check;26;901;No
Male;0;50;Yes;Month-to-month;Credit card (automatic);106;5342;Yes
Male;0;68;Yes;Two year;Credit card (automatic);71;4860;No
Male;0;47;Yes;Month-to-month;Electronic check;25;1139;No
Female;1;65;Yes;Month-to-month;Bank transfer (automatic);109;7082;No
Male;0;5;Yes;Month-to-month;Electronic check;70;325;Yes
Male;0;51;Yes;Month-to-month;Electronic check;95;4813;Yes
Female;0;46;Yes;Month-to-month;Bank transfer (automatic);96;4400;Yes
Female;0;9;Yes;Month-to-month;Electronic check;77;664;No
Female;0;8;Yes;Two year;Mailed check;20;175;No
Male;0;14;Yes;One year;Credit card (automatic);25;322;No
Female;0;45;Yes;Month-to-month;Electronic check;116;5126;No
Female;0;8;Yes;Month-to-month;Credit card (automatic);75;549;No
Male;1;1;Yes;Month-to-month;Mailed check;50;50;Yes
Male;0;66;Yes;One year;Bank transfer (automatic);103;7031;No
Male;0;72;Yes;Two year;Credit card (automatic);72;5017;No
Female;0;41;Yes;Month-to-month;Bank transfer (automatic);114;4595;Yes
Female;0;23;Yes;Two year;Mailed check;25;611;No
Female;0;29;Yes;Month-to-month;Electronic check;79;2384;Yes
Female;0;4;Yes;Month-to-month;Electronic check;80;320;No
Male;0;6;Yes;Two year;Mailed check;25;153;No
Female;1;67;Yes;One year;Credit card (automatic);105;7036;No
Male;1;7;Yes;Month-to-month;Mailed check;46;344;No
Male;0;56;Yes;One year;Mailed check;24;1432;No
Female;0;72;Yes;Two year;Credit card (automatic);25;1849;No
Male;0;72;Yes;Two year;Electronic check;85;6083;No
Male;0;23;Yes;Two year;Credit card (automatic);20;427;No
Female;0;35;Yes;Month-to-month;Mailed check;50;1655;No
Male;1;27;Yes;Month-to-month;Electronic check;71;1944;No
Female;0;26;Yes;Month-to-month;Electronic check;60;1616;Yes
Male;0;12;Yes;One year;Mailed check;26;315;No
Female;0;40;Yes;Two year;Mailed check;20;805;No
Male;0;7;No;Month-to-month;Mailed check;59;466;No
Male;0;70;Yes;Month-to-month;Credit card (automatic);98;6669;No
Male;0;60;Yes;Two year;Credit card (automatic);20;1162;No
Male;0;39;No;One year;Credit card (automatic);25;948;No
Male;0;72;Yes;Two year;Credit card (automatic);114;8375;No
Female;0;1;No;Month-to-month;Electronic check;35;35;Yes
Male;0;54;Yes;One year;Electronic check;71;3770;No
Male;0;3;Yes;Month-to-month;Electronic check;85;265;Yes
Female;0;63;Yes;Two year;Credit card (automatic);76;4708;No
Male;0;71;Yes;Two year;Electronic check;85;6152;No
Female;0;42;Yes;One year;Mailed check;21;958;No
Male;0;47;Yes;Two year;Bank transfer (automatic);20;943;No
Female;0;66;Yes;One year;Credit card (automatic);102;6615;Yes
Female;0;21;Yes;Month-to-month;Bank transfer (automatic);104;2200;Yes
Male;0;11;No;Month-to-month;Electronic check;36;425;No
Male;0;1;Yes;Month-to-month;Electronic check;100;100;Yes
Female;1;55;Yes;Month-to-month;Electronic check;90;5045;No
Male;0;69;Yes;Two year;Credit card (automatic);98;6744;No
Female;1;3;Yes;Month-to-month;Electronic check;74;196;No
Male;0;4;Yes;Month-to-month;Electronic check;74;300;Yes
Male;1;30;Yes;Two year;Credit card (automatic);69;2094;No
Female;0;5;Yes;Month-to-month;Electronic check;83;418;No
Female;0;71;Yes;Two year;Credit card (automatic);24;1725;No
Female;0;29;Yes;One year;Electronic check;55;1620;No
Male;0;52;Yes;Month-to-month;Bank transfer (automatic);61;3170;No
Male;0;68;Yes;One year;Credit card (automatic);77;5233;No
Female;0;46;Yes;Two year;Mailed check;19;968;No
Male;0;8;Yes;Month-to-month;Credit card (automatic);55;438;No
Male;0;72;Yes;Two year;Credit card (automatic);20;1422;No
Female;0;17;Yes;One year;Bank transfer (automatic);20;323;No
Male;0;3;Yes;Month-to-month;Electronic check;108;319;No
Female;1;2;Yes;Month-to-month;Bank transfer (automatic);84;164;No
Female;0;9;Yes;Month-to-month;Credit card (automatic);74;640;Yes
Female;0;51;No;One year;Credit card (automatic);56;2929;No
Female;0;6;Yes;Two year;Mailed check;20;100;No
Female;0;3;Yes;Month-to-month;Electronic check;95;273;No
Female;1;17;Yes;Month-to-month;Electronic check;94;1608;No
Male;0;30;Yes;Month-to-month;Electronic check;50;1442;No
Male;0;31;Yes;Month-to-month;Electronic check;71;2168;No
Female;0;45;Yes;Two year;Bank transfer (automatic);82;3619;No
Male;0;64;Yes;One year;Bank transfer (automatic);89;5693;No
Male;0;1;Yes;Month-to-month;Electronic check;60;60;Yes
Female;1;1;Yes;Month-to-month;Electronic check;70;70;Yes
Male;1;61;Yes;One year;Electronic check;99;5969;No
Male;0;1;Yes;Month-to-month;Mailed check;19;19;No
Male;0;9;No;Month-to-month;Electronic check;45;419;Yes
Male;0;72;Yes;Two year;Bank transfer (automatic);114;8101;No
Female;0;1;Yes;Month-to-month;Mailed check;20;20;Yes
Female;0;7;Yes;Month-to-month;Mailed check;44;313;No
Female;0;66;Yes;One year;Bank transfer (automatic);91;6131;No
Male;0;1;Yes;Month-to-month;Electronic check;70;70;Yes
Male;0;40;Yes;Month-to-month;Bank transfer (automatic);20;745;No
Male;0;16;Yes;Month-to-month;Bank transfer (automatic);71;1212;No
Female;0;2;Yes;Month-to-month;Bank transfer (automatic);87;184;Yes
Male;0;67;Yes;Two year;Credit card (automatic);25;1584;No
Female;0;41;Yes;One year;Bank transfer (automatic);104;4162;No
Female;0;56;Yes;Two year;Credit card (automatic);20;1120;No
Female;0;72;Yes;Two year;Bank transfer (automatic);116;8014;No
Female;0;3;Yes;Month-to-month;Bank transfer (automatic);85;265;Yes
Female;0;54;Yes;Two year;Credit card (automatic);20;1102;No
Male;1;52;Yes;Month-to-month;Electronic check;111;5832;No
Female;0;50;Yes;Two year;Bank transfer (automatic);90;4305;No
Male;0;14;Yes;Month-to-month;Electronic check;90;1178;Yes
Male;0;27;Yes;One year;Credit card (automatic);49;1422;No
Female;1;72;Yes;Two year;Bank transfer (automatic);97;6828;No
Male;0;62;Yes;One year;Credit card (automatic);74;4698;No
Female;0;12;Yes;Month-to-month;Electronic check;54;655;No
Female;1;44;Yes;One year;Bank transfer (automatic);75;3268;No
Male;0;54;Yes;Two year;Bank transfer (automatic);80;4362;No
Female;0;68;Yes;Two year;Bank transfer (automatic);20;1387;No
Male;0;20;Yes;Month-to-month;Mailed check;19;415;No
Male;0;50;Yes;One year;Bank transfer (automatic);55;2614;No
Male;0;58;Yes;Two year;Credit card (automatic);24;1514;No
Male;0;35;Yes;Month-to-month;Bank transfer (automatic);90;3162;No
Female;0;2;Yes;Month-to-month;Electronic check;45;81;No
Male;0;63;Yes;Two year;Mailed check;76;4677;No
Female;0;58;Yes;One year;Credit card (automatic);111;6527;No
Female;0;27;Yes;One year;Mailed check;21;583;No
Female;0;71;Yes;Two year;Credit card (automatic);115;8078;No
Female;0;63;Yes;One year;Credit card (automatic);59;3504;No
Male;0;71;Yes;Month-to-month;Bank transfer (automatic);93;6669;No
Female;1;41;Yes;Month-to-month;Electronic check;113;4690;Yes
Male;1;13;Yes;Month-to-month;Electronic check;91;1201;Yes
Male;0;2;Yes;Month-to-month;Electronic check;79;144;Yes
Female;0;68;Yes;Two year;Bank transfer (automatic);19;1293;No
Male;0;1;Yes;Month-to-month;Mailed check;49;49;No
Male;1;65;Yes;Two year;Electronic check;109;7108;No
Male;1;72;Yes;Two year;Bank transfer (automatic);25;1803;No
Female;0;28;Yes;Month-to-month;Credit card (automatic);55;1505;No
Male;0;72;Yes;Two year;Credit card (automatic);25;1859;No
Female;0;2;Yes;Month-to-month;Electronic check;91;169;No
Female;0;18;Yes;One year;Bank transfer (automatic);20;391;Yes
Male;1;60;Yes;One year;Electronic check;104;6339;No
Female;1;26;Yes;Month-to-month;Electronic check;66;1652;No
Male;0;1;Yes;Month-to-month;Electronic check;72;72;Yes
Female;0;4;Yes;Month-to-month;Mailed check;20;78;Yes
Male;0;68;Yes;Two year;Credit card (automatic);92;6393;No
Female;0;38;Yes;Month-to-month;Credit card (automatic);84;3265;Yes
Female;1;42;Yes;One year;Bank transfer (automatic);105;4599;No
Female;0;57;Yes;Two year;Bank transfer (automatic);20;1134;No
Male;0;54;No;Month-to-month;Electronic check;30;1621;No
Female;0;12;Yes;Month-to-month;Bank transfer (automatic);78;947;Yes
Female;0;44;Yes;One year;Mailed check;62;2722;No
Male;0;42;Yes;Month-to-month;Bank transfer (automatic);69;3058;No
Male;0;72;Yes;Two year;Bank transfer (automatic);25;1770;No
Female;0;71;Yes;Two year;Mailed check;91;6294;No
Female;0;19;Yes;Month-to-month;Mailed check;90;1761;Yes
Female;0;23;Yes;Month-to-month;Credit card (automatic);74;1643;No
Female;0;30;Yes;Two year;Credit card (automatic);19;579;No
Male;0;35;Yes;One year;Bank transfer (automatic);26;955;No
Female;0;10;Yes;Month-to-month;Electronic check;99;973;Yes
Male;0;1;Yes;Month-to-month;Bank transfer (automatic);44;44;No
Male;0;22;Yes;Month-to-month;Mailed check;70;1490;No
Male;0;7;No;Two year;Mailed check;39;280;No
Female;0;36;No;Two year;Mailed check;53;1901;No
Female;0;34;Yes;Month-to-month;Mailed check;21;716;No
Male;0;72;Yes;Two year;Credit card (automatic);64;4720;No
Male;0;36;Yes;Two year;Credit card (automatic);25;931;No
Female;0;1;Yes;Month-to-month;Electronic check;76;76;Yes
Female;0;23;Yes;Month-to-month;Electronic check;79;1677;Yes
Male;1;32;Yes;Month-to-month;Electronic check;85;2642;Yes
Female;0;71;Yes;One year;Credit card (automatic);95;6771;No
Female;1;23;Yes;Month-to-month;Mailed check;79;1835;No
Male;0;17;Yes;One year;Bank transfer (automatic);97;1588;No
Male;0;1;Yes;Month-to-month;Electronic check;76;76;No
Male;0;12;Yes;Two year;Mailed check;20;258;No
Female;0;72;Yes;Two year;Credit card (automatic);21;1502;No
Male;0;1;Yes;Month-to-month;Mailed check;19;19;No
Male;1;72;Yes;Two year;Bank transfer (automatic);98;6929;No
Male;0;60;Yes;Month-to-month;Bank transfer (automatic);74;4453;No
Female;0;61;No;Two year;Credit card (automatic);51;3244;No
Female;0;6;Yes;Month-to-month;Mailed check;46;323;No
Male;1;32;Yes;Month-to-month;Electronic check;85;2661;Yes
Female;0;31;Yes;Month-to-month;Credit card (automatic);87;2697;Yes
Male;0;19;Yes;Month-to-month;Credit card (automatic);74;1425;Yes
Male;0;72;Yes;Two year;Bank transfer (automatic);20;1401;No
Female;0;32;Yes;Month-to-month;Electronic check;54;1740;No
Male;0;65;Yes;Month-to-month;Electronic check;91;5931;No
Female;0;45;No;Month-to-month;Bank transfer (automatic);51;2334;No
Male;0;42;Yes;One year;Electronic check;25;950;No
Male;0;8;Yes;Month-to-month;Electronic check;75;572;No
Male;0;32;Yes;Two year;Mailed check;21;697;No
Female;1;22;Yes;Month-to-month;Mailed check;64;1382;No
Male;1;57;No;Month-to-month;Electronic check;45;2573;Yes
Male;0;1;Yes;Month-to-month;Electronic check;48;48;No
Male;1;1;Yes;Month-to-month;Electronic check;45;45;Yes
Female;0;1;Yes;Month-to-month;Electronic check;45;45;No
Male;0;24;Yes;Month-to-month;Electronic check;96;2122;Yes
Male;0;1;Yes;Month-to-month;Bank transfer (automatic);20;20;Yes
Male;1;54;Yes;Month-to-month;Electronic check;90;4932;No
Female;0;4;Yes;Two year;Credit card (automatic);25;117;No
Male;0;65;Yes;Two year;Bank transfer (automatic);109;6938;Yes
Female;0;56;Yes;One year;Electronic check;24;1262;No
Male;0;45;Yes;Month-to-month;Electronic check;76;3274;No
Female;0;71;Yes;Two year;Credit card (automatic);20;1416;No
Male;0;59;Yes;One year;Credit card (automatic);66;3958;No
Male;0;69;No;One year;Bank transfer (automatic);36;2492;No
Male;0;19;Yes;One year;Mailed check;19;279;No
Female;0;55;Yes;Two year;Credit card (automatic);19;1083;No
Female;0;38;Yes;One year;Mailed check;19;756;No
Male;0;10;Yes;Month-to-month;Electronic check;46;403;Yes
Female;1;47;Yes;Month-to-month;Credit card (automatic);67;3252;No
Female;0;2;No;Month-to-month;Electronic check;35;69;Yes
Male;0;1;Yes;Month-to-month;Credit card (automatic);46;46;Yes
Female;0;1;Yes;Month-to-month;Electronic check;45;45;Yes
Male;1;1;No;Month-to-month;Electronic check;43;43;Yes
Male;0;46;Yes;Two year;Mailed check;20;937;No
Female;1;38;Yes;Month-to-month;Credit card (automatic);57;2251;Yes
Female;0;65;Yes;Two year;Credit card (automatic);59;3857;No
Female;0;19;Yes;Month-to-month;Electronic check;73;1441;Yes
Male;0;52;Yes;Month-to-month;Electronic check;85;4339;Yes
Male;0;71;Yes;Two year;Mailed check;19;1378;No
Female;0;1;Yes;Month-to-month;Mailed check;46;46;Yes
Female;1;52;No;Month-to-month;Electronic check;51;2566;No
Male;0;6;Yes;One year;Mailed check;25;171;No
Female;1;26;Yes;One year;Mailed check;61;1597;No
Male;1;48;Yes;One year;Electronic check;99;4744;No
Female;0;64;Yes;One year;Bank transfer (automatic);104;6722;No
Female;0;3;Yes;Month-to-month;Electronic check;84;247;Yes
Male;0;1;Yes;Month-to-month;Bank transfer (automatic);44;44;No
Male;0;72;Yes;Two year;Credit card (automatic);24;1735;No
Male;0;1;Yes;Month-to-month;Mailed check;46;46;No
Female;0;51;Yes;Month-to-month;Electronic check;94;4539;No
Female;0;41;Yes;Two year;Bank transfer (automatic);20;804;No
Female;0;72;Yes;Two year;Credit card (automatic);71;5011;No
Female;0;43;Yes;Two year;Credit card (automatic);86;3575;No
Male;0;72;Yes;Two year;Credit card (automatic);114;8086;No
Male;0;47;Yes;One year;Credit card (automatic);95;4563;No
Male;0;72;Yes;Two year;Credit card (automatic);89;6362;No
Male;0;3;Yes;Month-to-month;Credit card (automatic);21;67;No
Male;0;1;Yes;Month-to-month;Electronic check;70;70;Yes
Male;0;2;Yes;Month-to-month;Electronic check;86;165;Yes
Male;0;26;No;Month-to-month;Bank transfer (automatic);45;1157;No
Male;0;29;Yes;Month-to-month;Mailed check;60;1834;No
Female;1;35;Yes;Month-to-month;Bank transfer (automatic);101;3653;Yes
Male;0;27;Yes;One year;Bank transfer (automatic);55;1478;No
Male;0;24;Yes;Month-to-month;Credit card (automatic);70;1706;No
Male;0;67;Yes;Two year;Bank transfer (automatic);60;3954;No
Female;0;16;Yes;Month-to-month;Electronic check;73;1194;Yes
Female;0;23;Yes;One year;Bank transfer (automatic);56;1328;No
Male;0;14;No;Month-to-month;Mailed check;31;420;No
Female;0;1;Yes;Month-to-month;Electronic check;21;21;Yes
Female;1;1;Yes;Month-to-month;Mailed check;45;45;Yes
Male;1;4;No;Month-to-month;Credit card (automatic);51;207;No
Male;0;16;Yes;Month-to-month;Electronic check;69;1084;No
Female;0;46;No;Month-to-month;Electronic check;44;2008;No
Male;0;68;Yes;Two year;Bank transfer (automatic);87;5883;No
Male;0;38;Yes;Month-to-month;Electronic check;70;2658;No
Male;1;30;Yes;Month-to-month;Bank transfer (automatic);50;1528;Yes
Female;1;5;Yes;Month-to-month;Electronic check;79;378;Yes
Male;0;17;Yes;Month-to-month;Credit card (automatic);91;1612;No
Male;0;4;Yes;Two year;Mailed check;20;77;No
Female;0;12;Yes;One year;Electronic check;20;261;No
Male;0;72;Yes;Two year;Credit card (automatic);91;6442;No
Male;0;3;Yes;Month-to-month;Electronic check;92;267;No
Male;0;56;Yes;Month-to-month;Electronic check;94;5125;Yes
Female;0;41;Yes;One year;Mailed check;25;962;No
Male;0;40;No;One year;Credit card (automatic);36;1383;No
Female;0;7;Yes;Month-to-month;Electronic check;79;571;No
Male;0;69;Yes;Two year;Credit card (automatic);20;1399;No
Male;0;7;Yes;One year;Mailed check;21;150;No
Female;0;5;No;Month-to-month;Electronic check;31;167;No
Female;0;72;Yes;Two year;Credit card (automatic);106;7657;No
Male;0;44;Yes;One year;Bank transfer (automatic);21;865;No
Female;0;65;Yes;One year;Electronic check;96;6154;No
Female;0;3;Yes;Month-to-month;Electronic check;65;174;No
Male;0;24;Yes;Month-to-month;Credit card (automatic);51;1270;No
Female;0;44;Yes;Month-to-month;Bank transfer (automatic);85;3863;Yes
Female;1;72;Yes;Two year;Credit card (automatic);89;6352;No
Male;0;24;Yes;Month-to-month;Electronic check;55;1349;No
Male;0;1;Yes;Month-to-month;Mailed check;51;51;Yes
Male;0;22;Yes;Month-to-month;Bank transfer (automatic);20;472;No
Male;0;70;Yes;Two year;Credit card (automatic);86;5932;No
Male;0;25;Yes;Month-to-month;Electronic check;60;1405;No
Male;0;37;Yes;Two year;Bank transfer (automatic);20;726;No
Female;1;22;Yes;Month-to-month;Bank transfer (automatic);85;1962;No
Female;0;59;Yes;Two year;Bank transfer (automatic);72;4195;No
Male;0;49;Yes;Month-to-month;Electronic check;100;4872;Yes
Male;0;47;Yes;Month-to-month;Bank transfer (automatic);107;5119;Yes
Female;0;31;Yes;Month-to-month;Mailed check;20;659;Yes
Male;0;1;Yes;Month-to-month;Electronic check;81;81;No
Male;0;3;Yes;Month-to-month;Electronic check;21;77;No
Female;0;53;Yes;One year;Bank transfer (automatic);112;5810;No
Male;0;1;Yes;Month-to-month;Mailed check;20;20;No
Male;0;20;Yes;One year;Mailed check;20;416;No
Female;0;3;Yes;Month-to-month;Electronic check;79;247;Yes
Female;0;51;Yes;One year;Bank transfer (automatic);20;997;No
Female;0;51;Yes;One year;Bank transfer (automatic);61;3145;No
Female;0;13;Yes;Two year;Mailed check;20;265;No
Female;0;1;Yes;Month-to-month;Mailed check;21;21;No
Male;0;1;Yes;Month-to-month;Mailed check;21;21;No
Male;0;63;Yes;One year;Electronic check;72;4576;No
Male;0;3;Yes;Month-to-month;Mailed check;55;189;No
Male;0;46;Yes;Two year;Credit card (automatic);19;908;No
Male;0;1;Yes;Month-to-month;Credit card (automatic);50;50;No
Male;0;8;No;Month-to-month;Mailed check;26;215;Yes
Female;0;71;Yes;Two year;Bank transfer (automatic);21;1501;No
Male;0;55;Yes;Month-to-month;Credit card (automatic);90;5099;No
Female;0;70;Yes;One year;Bank transfer (automatic);90;6386;No
Female;0;2;Yes;Month-to-month;Electronic check;81;159;Yes
Male;0;67;Yes;Two year;Bank transfer (automatic);105;6886;No
Male;0;65;Yes;Month-to-month;Bank transfer (automatic);92;5941;Yes
Male;0;14;Yes;Month-to-month;Credit card (automatic);50;669;No
Female;0;20;Yes;Month-to-month;Bank transfer (automatic);96;1916;No
Male;0;1;Yes;Month-to-month;Electronic check;75;75;Yes
Male;0;1;Yes;Month-to-month;Electronic check;75;75;Yes
Female;0;49;Yes;Month-to-month;Bank transfer (automatic);95;4614;No
Female;0;72;Yes;Two year;Bank transfer (automatic);101;7261;No
Female;0;46;Yes;Month-to-month;Electronic check;53;2460;No
Male;0;24;Yes;Month-to-month;Bank transfer (automatic);85;2049;No
Female;0;5;No;Month-to-month;Electronic check;34;164;No
Female;0;33;Yes;Month-to-month;Credit card (automatic);89;2889;No
Female;0;42;Yes;One year;Bank transfer (automatic);60;2422;No
Male;0;23;Yes;One year;Credit card (automatic);100;2293;No
Male;0;8;Yes;Month-to-month;Bank transfer (automatic);71;553;No
Male;0;66;Yes;One year;Mailed check;55;3466;No
Male;0;24;Yes;Month-to-month;Bank transfer (automatic);50;1210;Yes
Male;1;24;Yes;Month-to-month;Credit card (automatic);55;1291;No
Male;0;69;Yes;One year;Credit card (automatic);79;5356;Yes
Female;0;53;Yes;One year;Mailed check;100;5201;No
Female;0;60;No;Two year;Electronic check;54;3237;No
Female;0;7;Yes;Month-to-month;Electronic check;81;577;Yes
Female;0;20;Yes;One year;Credit card (automatic);19;434;No
Female;0;23;Yes;Month-to-month;Electronic check;86;1868;No
Male;0;72;Yes;Two year;Electronic check;81;5729;No
Male;0;11;Yes;Month-to-month;Electronic check;75;826;Yes
Male;0;21;Yes;Two year;Mailed check;20;390;No
Male;1;1;Yes;Month-to-month;Electronic check;94;94;Yes
Male;1;31;Yes;Month-to-month;Electronic check;91;2845;No
Female;0;57;Yes;Two year;Mailed check;70;3894;No
Female;0;45;Yes;Two year;Bank transfer (automatic);20;886;No
Male;0;10;Yes;Month-to-month;Electronic check;95;1022;No
Female;0;58;Yes;Month-to-month;Credit card (automatic);102;5885;Yes
Male;0;14;Yes;Month-to-month;Mailed check;20;268;No
Male;0;27;Yes;One year;Mailed check;81;2204;No
Female;0;14;Yes;Month-to-month;Bank transfer (automatic);91;1259;Yes
Female;0;12;No;Month-to-month;Mailed check;29;309;Yes
Female;0;69;Yes;Two year;Bank transfer (automatic);93;6398;No
Female;0;25;Yes;Month-to-month;Bank transfer (automatic);89;2258;Yes
Male;1;58;Yes;One year;Electronic check;109;6287;Yes
Female;0;35;No;Two year;Credit card (automatic);46;1662;No
Female;1;16;Yes;Month-to-month;Electronic check;85;1350;Yes
Male;0;45;Yes;One year;Credit card (automatic);79;3601;No
Female;0;17;Yes;Month-to-month;Electronic check;84;1329;No
Female;0;1;Yes;Month-to-month;Electronic check;46;46;Yes
Male;0;22;Yes;One year;Mailed check;20;423;No
Female;1;1;Yes;Month-to-month;Electronic check;70;70;Yes
Male;0;67;Yes;Two year;Mailed check;68;4628;No
Female;0;67;Yes;Two year;Bank transfer (automatic);106;6718;No
Female;0;2;No;Month-to-month;Electronic check;45;97;Yes
Male;0;23;Yes;Month-to-month;Electronic check;75;1710;Yes
Female;1;9;Yes;Month-to-month;Credit card (automatic);76;637;No
Female;0;5;Yes;Month-to-month;Mailed check;20;118;No
Male;0;54;No;Two year;Credit card (automatic);45;2461;No
Female;0;57;Yes;Two year;Electronic check;95;5465;Yes
Male;0;24;Yes;Month-to-month;Mailed check;90;2165;Yes
Female;0;49;Yes;One year;Mailed check;100;4942;Yes
Male;0;5;Yes;Month-to-month;Electronic check;47;223;Yes
Male;0;2;Yes;Month-to-month;Electronic check;80;181;Yes
Female;0;4;Yes;Month-to-month;Mailed check;87;341;Yes
Male;0;70;Yes;Two year;Bank transfer (automatic);79;5732;No
Male;0;5;Yes;Month-to-month;Bank transfer (automatic);76;358;Yes
Male;0;53;Yes;Month-to-month;Electronic check;86;4616;No
Female;0;47;Yes;Month-to-month;Electronic check;99;4534;Yes
Female;0;31;Yes;One year;Credit card (automatic);20;589;No
Male;0;13;Yes;Month-to-month;Bank transfer (automatic);62;750;No
Female;0;28;Yes;Month-to-month;Mailed check;50;1410;No
Female;0;10;Yes;Month-to-month;Electronic check;86;831;Yes
Male;0;38;Yes;Two year;Bank transfer (automatic);20;744;No
Female;0;1;Yes;Month-to-month;Mailed check;45;45;Yes
Male;0;67;Yes;One year;Electronic check;104;7041;Yes
Male;0;52;Yes;One year;Mailed check;75;3865;No
Male;0;62;Yes;Two year;Mailed check;108;6826;No
Female;0;16;Yes;Month-to-month;Electronic check;86;1340;No
Female;1;5;Yes;Month-to-month;Electronic check;81;372;Yes
Male;0;12;Yes;One year;Electronic check;96;1184;No
Female;0;72;Yes;Two year;Bank transfer (automatic);117;8478;No
Male;1;71;Yes;One year;Bank transfer (automatic);106;7383;No
Female;0;24;Yes;One year;Mailed check;20;457;No
Female;0;15;Yes;Two year;Mailed check;20;332;No
Male;0;67;Yes;One year;Credit card (automatic);91;6056;Yes
Male;0;2;Yes;Month-to-month;Bank transfer (automatic);61;135;No
Female;0;5;No;Month-to-month;Mailed check;25;126;No
Female;0;15;Yes;Month-to-month;Electronic check;88;1391;Yes
Male;0;1;Yes;Month-to-month;Mailed check;20;20;Yes
Male;0;41;Yes;One year;Bank transfer (automatic);60;2511;No
Female;0;43;Yes;Month-to-month;Electronic check;64;2737;No
Male;1;1;Yes;Month-to-month;Electronic check;74;74;No
Female;1;1;Yes;Month-to-month;Mailed check;71;71;No
Female;0;26;Yes;Month-to-month;Electronic check;91;2362;Yes
Male;0;22;Yes;Month-to-month;Electronic check;79;1730;Yes
Male;0;71;Yes;Two year;Bank transfer (automatic);91;6404;No
Male;0;7;Yes;Two year;Mailed check;19;165;No
Female;1;28;Yes;Month-to-month;Bank transfer (automatic);64;1868;No
Male;1;16;Yes;Month-to-month;Electronic check;70;1043;No
Male;0;7;Yes;One year;Mailed check;20;129;No
Female;0;69;Yes;Two year;Bank transfer (automatic);111;7455;No
Female;0;1;No;Month-to-month;Mailed check;25;25;No
Male;0;3;Yes;Month-to-month;Electronic check;77;206;No
Male;1;21;Yes;Month-to-month;Bank transfer (automatic);97;2030;Yes
Female;0;69;Yes;Month-to-month;Bank transfer (automatic);85;5869;No
Female;0;71;No;Two year;Bank transfer (automatic);48;3378;No
Female;0;69;Yes;Two year;Mailed check;19;1346;No
Female;0;48;Yes;Month-to-month;Electronic check;104;4946;No
Male;0;47;Yes;Month-to-month;Bank transfer (automatic);83;4065;Yes
Female;0;2;Yes;Month-to-month;Electronic check;49;107;Yes
Male;0;45;Yes;Month-to-month;Credit card (automatic);108;4965;No
Male;0;51;Yes;Month-to-month;Bank transfer (automatic);81;4086;No
Female;0;22;Yes;Month-to-month;Electronic check;79;1743;Yes
Male;0;72;Yes;Two year;Bank transfer (automatic);87;6225;No
Male;0;37;Yes;Month-to-month;Electronic check;93;3415;No
Male;0;71;Yes;Two year;Electronic check;90;6325;No
Male;0;7;Yes;Month-to-month;Electronic check;49;340;Yes
Female;0;66;Yes;Two year;Credit card (automatic);25;1684;No
Male;0;51;Yes;One year;Bank transfer (automatic);76;3966;No
Female;0;30;Yes;One year;Bank transfer (automatic);20;609;No
Female;0;34;Yes;Month-to-month;Electronic check;85;2897;No
Male;0;64;Yes;Two year;Mailed check;25;1515;No
Male;1;65;Yes;One year;Bank transfer (automatic);103;6792;No
Male;0;47;Yes;Month-to-month;Mailed check;101;4669;No
Female;0;1;Yes;Month-to-month;Electronic check;96;96;Yes
Female;0;49;Yes;Month-to-month;Credit card (automatic);60;2934;Yes
Female;0;67;Yes;Two year;Credit card (automatic);94;6303;No
Male;0;39;Yes;One year;Bank transfer (automatic);19;779;No
Male;0;14;Yes;Month-to-month;Mailed check;20;284;No
Female;1;43;Yes;Month-to-month;Credit card (automatic);108;4601;Yes
Male;1;56;Yes;Month-to-month;Electronic check;101;5594;No
Female;0;14;Yes;One year;Credit card (automatic);59;773;No
Female;0;1;Yes;Month-to-month;Electronic check;71;71;Yes
Male;0;16;Yes;One year;Mailed check;56;858;No
Male;0;70;Yes;Month-to-month;Electronic check;106;7554;No
Male;1;72;Yes;Two year;Credit card (automatic);84;5982;No
Female;0;23;Yes;Month-to-month;Credit card (automatic);75;1703;No
Male;0;21;Yes;Month-to-month;Mailed check;25;467;No
Female;0;1;Yes;Month-to-month;Mailed check;20;20;Yes
Male;0;1;Yes;Month-to-month;Bank transfer (automatic);70;70;Yes
Female;1;32;Yes;Month-to-month;Electronic check;93;2931;Yes
